"id","company_name","crunchbase_description","pitchbook_description","categories","top_node_id"
"","flexport","Flexport is a full-service global freight forwarder and logistics platform using modern software to fix the user experience in global trade.","Developer of a freight forwarding platform designed to provide visibility and control over entire supply chain. The company's platform arranges goods to be transported and subsequently tracks the inventory in real-time in orders carried by ocean, air and road freight, enabling logistics companies to optimize transportation routes and inventory management.","Logistics: Supply Chain: Freight",25
"","keeptruckinit",NULL,NULL,"Logistics: Supply Chain: Freight",25
NULL,"Amovens","Peer-to-peer car rental, ridesharing and leasing, with a lease and rent out model",NULL,NULL,25
NULL,"12Return","12Return is cloud-based returns management software for brands who care about their products in a circular supply chain.","Developer of product return management software. The company develops a cloud based software that is use by branded and retail companies to manage their authorization, transportation, processing and settlement of product returns from consumers and business customers.",NULL,25
NULL,"20:20 Mobile","20:20 Mobile distributes mobile accessories and develops services for the mobile supply chain process.",NULL,NULL,25
NULL,"3dTrust","3dTrust helps companies integrate 3D printing in their supply chain.","Provider of a 3D printing analytics platform. The company provides a platform that assembles, tracks and secures printing data and helps enterprises to transfer digital files using 3D printing and project management software.",NULL,25
NULL,"3Peaks Solutions","3Peaks Solutions is a firm that helps clients in supply chain management such as in pharmaceuticals healthcare consumer goods and repairs.",NULL,NULL,25
NULL,"3PL","Logistics and Supply Chain",NULL,NULL,25
NULL,"3T Group","3T Group is global leader in the delivery of transportation and supply chain management solutions that improve service levels.",NULL,NULL,25
NULL,"4flow","4flow provides consulting, software and services for logistics and supply chain management.",NULL,NULL,25
NULL,"4Sight Supply Chain Group","4SIGHT provides supply chain consulting, engineering and IT expertise to help solve your distribution and transportation.",NULL,NULL,25
NULL,"5 Five","5 Five offers international consulting and delivery of automated solutions for cloud SaaS, supply chains, and fulfillment systems.",NULL,NULL,25
NULL,"5Logistics","5Logistics designs and implements inclusive supply chain solutions.",NULL,NULL,25
NULL,"7Hills Global","A cloud based supply chain execution technology platform .",NULL,NULL,25
NULL,"7PSolutions","It provides complete supply chain management to biopharma, retail, high-value, food and other progressive industries.",NULL,NULL,25
NULL,"A&R Logistics,Inc.","A&R Logistics is a transportation company that provides transportation, packaging, and supply chain management services.",NULL,NULL,25
NULL,"A.M. Castle & Co","A. M. Castle & Co. (NYSE:CAS) is the foremost provider of specialty products, services, and supply chain solutions. We are recognized as a",NULL,NULL,25
NULL,"A3 Technologies","A3 Technologies is a systems integrator developing supply chain management solutions to distribution, warehousing and manufacturing markets.",NULL,NULL,25
NULL,"AAA Freight Services LLC.","AAA Freight Services provides its clients with shipping, marine, supply chain management, and logistics solutions.",NULL,NULL,25
NULL,"Aankhen","Aankhen is a Silicon Valley based Supply Chain Visibility & Security solutions, consulting and development services provider.",NULL,NULL,25
NULL,"AarTee Commodities","AarTee Commodities is an international metals supply chain and manufacturing specialist company.",NULL,NULL,25
NULL,"AB&R","AB&R has been a nationally-recognized integrator of proven solutions that drive efficiency and productivity in the supply chain.",NULL,NULL,25
NULL,"ABM Cloud","ABM Cloud is a innovative company specializing in the design/ implementation of cloud-based software solutions for Supply Chain Management",NULL,NULL,25
NULL,"Abralog","Abralog is a body for study, debate and dissemination of logistics and supply chain in Brazil.",NULL,NULL,25
NULL,"Absortech","Absortech is a logistics and supply chain.",NULL,NULL,25
NULL,"ABV Logistics Ltd","ABV Logistics Ltd offers supply chain and logistical solutions to the beer, wine, and spirit industry.",NULL,NULL,25
NULL,"Acclimate Technologies","Acclimate Technologies is a creating some of the best supply chain solutions, building strong, flexible supply chain networks.",NULL,NULL,25
NULL,"Achilles Group","Achilles Group provides identification, qualification, evaluation, and monitoring services for managing supply chain risk.",NULL,NULL,25
NULL,"ACRO Industries, Inc.","ACRO Industries is an electronic manufacturing company offering product design, engineering, and supply chain management services.",NULL,NULL,25
NULL,"Acsis","Acsis offers track and trace solutions for supply chain safety and security.","Provider of track and trace services for supply chain safety and security. The company specializes in enterprise software and provides serialization services that automates manufacturing and supply chain processes.",NULL,25
NULL,"Acteos","Acteos is a French ISV (Independant software Vendor) in the field of supply chain management and mobile solutions.",NULL,NULL,25
NULL,"Actio","Actio develops Environmental, Health & Safety, regulatory compliance and supply chain management software solutions.","Developer of hypervideo technology. The company provides a video editor which allows users to create interactive video content, edit and publish it.",NULL,25
NULL,"Activ Technologies","Activ Technologies is a cloud based platform that digitally transforms processes allowing companies manage their end-to-end supply chain.","Provider of demand management services intended to harmonize the supply network. The company offers supply chain integration services for customer in industries such as aerospace, automotive, heavy machinery and wholesale distribution,enabling them to manage customers' demand through a single interface.",NULL,25
NULL,"Active Aero Group","A global logistics supply chain solutions provider, noted for its proprietary spot bid technology,",NULL,NULL,25
NULL,"Active Supply Holdings Ltd.","Active Supply Holdings Ltd. provides indirect supply chain management services to large manufacturers.",NULL,NULL,25
NULL,"Adaro Group","Adaro Group is technology company provides hosted supply chain applications for vertical companies.",NULL,NULL,25
NULL,"Adjuno","Adjuno develops, delivers and supports cloud supply chain software.","Developer of a supply chain management software. The company specializes in cloud-based supply chain visibility, insurance and consumer product industries that transforms business through automation and collaboration with suppliers and partners.",NULL,25
NULL,"ADM Promotions","ADM Promotions is a marketing and advertising company providing promotional products, procurement, and supply chain solutions.",NULL,NULL,25
NULL,"Advanced Supply Chain International, LLC","Advanced Supply Chain International is a logistics company that provides supply chain and asset management services.",NULL,NULL,25
NULL,"Advancy","Advancy is a consultancy firm that advises business on strategies related to supply chain, mergers, restructuring and organization.",NULL,NULL,25
NULL,"Advantage Consumer Healthcare","Advantage Consumer Healthcare, is a sales, marketing and supply chain organization focused on over-the-counter healthcare brands.",NULL,NULL,25
NULL,"Aegisward","The world's tech-enabled commercial and supply chain verification firm",NULL,NULL,25
NULL,"Aerial Intelligence","It provides insights and analytics for the agricultural commodities supply chain.","Developer of agricultural data platform designed to offer insights and analytics for the agricultural commodities supply chain. The company's agricultural data platform is an application that converts big-data from satellites and weather stations into actionable, macro-level insights on agricultural production, enabling agricultural businesses to avail information of flooding, drought, and other adverse conditions that might affect their commodities.",NULL,25
NULL,"10MAN","10MAN takes away all the hassles of owning a rental property in Malaysia.",NULL,NULL,25
NULL,"181 The Esplanade","181 The Esplanade is a holiday rental accommodation used for family vacations that come in a variety of layouts.",NULL,NULL,25
NULL,"1Car","It`s a website about car rental, car leasing and auto news.",NULL,NULL,25
NULL,"3D Target","3D TARGET is a provide assistance, products, rental, and training courses about Non Destructive Test to every company, professional and PA.",NULL,NULL,25
NULL,"4-Way Equipment Rentals","4-Way Equipment Rentals provides equipment solutions for construction and industrial projects.","Provider of equipment rentals, sales and services created to provide its customers with equipment applications that solve their project challenges economically and efficiently. The company's rental fleet is comprised mainly of heaters, generators, light towers, air compressors, loaders, telehandlers, scissorlifts, tools and compaction equipment for the construction, home-building, sandblasting, refractory and industrial maintenance markets, and is also offers services such as onsite delivery, repair and lubrication, enabling the delivery of the right equipment, financing and services for projects.",NULL,25
"","Simple Habit","Simple Habit is a mental wellness platform on a mission to empower people to live better, every day.","Developer of a meditation and anxiety management application intended to drive a healthy lifestyle. The company's application offers short meditations and audio therapy sessions which has more than 1,500 sessions based on situations like sleeping, morning anxiety and lack of focus, enabling users to reduce daily stress.","Personal Care > Mind and Wellness",27
"","Aura Health ","Aura is an emotion-based search engine that helps people improve their mood within 3 minutes using wellness content.","Developer of a health application designed to relieve stress and anxiety. The company's health application provides audio content that is guided meditations from a network of therapists and wellness coaches and uses machine learning to personalize an audio wellness program based on people's goals or mood, enabling users to for m a habit of meditation and reduce stress sitting at home.","Personal Care > Mind and Wellness ",27
"","Calm","Calm provides applications with hundreds of programs for intermediate and advanced users  to relax their minds.",NULL,"Personal Care > Mind and Wellness,  Software",27
"","Glossier","Glossier is a direct-to-consumer beauty company that leverages content and community to power a superior shopping experience.","Provider of a beauty brand intended to promote the skincare-first philosophy that celebrates beauty in real life. The company's direct-to-consumer platform offers a wide variety of personal products that are cruelty and parabens-free utilizing direct input from its customers, enabling consumers to access a wide range of products inspired by everyday women.","Personal Care: Beauty Products",27
"","hubble contacts","Hubble is a contact lenses maker and retailer.","Provider of contact lens designed to provide all-day comfort and sharp vision. The company's contact lenses are made from high-grade methafilcon hydrogel material, with 55% water content, UV protection, a thin edge and FDA-approved contact lenses, enabling users with all-day comfort and crystal clear vision.","Personal Care: Eye care",27
"","Cora","Organic tampons, elegant accessories, convenient delivery, and period products to girls in need for every box sold.",NULL,"Personal Care: Hygiene Products",27
"","Tara AI ",NULL,NULL,"Professional Services > Management, Technology > AI",28
"","Plenty","PLENTY is an advertisement agency based in Atlanta, Georgia.","Developer of an agricultural technology designed to produce fresher, tastier and more nutritious produce which is available everywhere. The company's technology and proprietary systems combine engineering, software and crop science to deliver crops which require less water and no pesticides or GMOs, enabling farmers to increase the crop yield.","Agriculture",3
"","n.thing","N.thing is a South Korea-based AgriTech company that designs, develops, and reinvents products, connecting things and people by technology","Developer of smart indoor farming systems. The company's smart indoor farming systems uses sensors which permits real-time monitoring as well as watering of plants using a mobile application, enabling users to keep plants healthy.","Agriculture, Technology > IoT",3
"","Arable","Arable is an agricultural business intelligence solution founded on in-field measurements.",NULL,"Agriculture, Technology: IoT",3
"","Root","RooT supplies predictive irrigation solutions.","Developer of a crop monitoring technology. The company develops a sensor that gathers data related to air temperature, soil temperature, humidity and soil moisture, combines it with real time weather data and creates a predictive irrigation schedule that allows growers to take better crop management decisions including save water, energy and fertilizer.","Agriculture",3
NULL,"3Bar Biologics","3Bar Biologics delivers a sustainable microbe inoculant system that helps farmers increase crop yield.","Developer of a microbe inoculant system designed to increase crop yield and reduce dependency on synthetic chemicals. The company's sustainable system uses naturally occurring microbes that are precisely matched to specific crops and soil environments for activation at the time of planting, enabling farmers to produce healthier crops and higher yields without altering the way they plant.",NULL,3
NULL,"4milk","4milk develops an app that allows milk farmers to manage and have full control of their dairy herd.",NULL,NULL,3
NULL,"AACREA","AACREA is an association of farmers pursued in order to develop, test and share new technologies.",NULL,NULL,3
NULL,"Advanced Fixtures, Inc.","Advanced Fixtures, Inc is a Store equipment supplier in Farmersville, Texas.",NULL,NULL,3
NULL,"Aerobotics","Aerobotics is a data analytics company, using aerial imagery and machine learning algorithms to help farmers identify pest and disease early","Developer of an aerial imagery drone technology designed to capture actionable data that includes data processing, analysis software and support. The company's drone is designed for processing and analyzing data and is equipped with a software, enabling farmers to scan their farms, analyze captured information, reduce costs and increase yields.",NULL,3
NULL,"Ag Nook","Ag Nook is the trusted assembler of the most important agriculture news, analysis, and opinion for U.S. row crop and livestock farmers.",NULL,NULL,3
NULL,"ag.supply GmbH","largest B2b E-commerce for farmers with more than 3 million products.",NULL,NULL,3
NULL,"AgDNA","AgDNA is a cloud-based iOS and Android farming app that allows farmers to record and manage their data.",NULL,NULL,3
NULL,"AgDSS","AgDSS is a decision support system to help farmers and agriculture industry maximize their profit.",NULL,NULL,3
NULL,"Agersens","Agersens is developing a collar and phone app enabling farmers to fence, move or monitor their livestock using their smartphone.","Developer of an animal collar designed to control livestock. The company's wearable animal collar serves as a virtual fence system that automates the movement and control of livestock, enabling farmers to reduce labour costs and increase productivity.",NULL,3
NULL,"AgGeorgia Farm Credit","AgGeorgia Farm Credit is a lending institution for farmers in Georgia.",NULL,NULL,3
NULL,"Agile Agriculture Technologies","Agile Agriculture Technologies serves farmers and agricultural service providers with both intuitive and actionable solutions.",NULL,NULL,3
NULL,"Agrar33","Web shop for farmers",NULL,NULL,3
NULL,"Agrariya","Farmers marketplace for the CIS region (ex-USSR)","Provider of vertical digital tools and e-commerce technologies in the field of agriculture. The company provides digital tools, education and other services for food buyers and farmers in the CIS region.",NULL,3
NULL,"Agri Apps","Agri Apps' main aim is to enable innovation on farms by enabling farmers to make better decisions.",NULL,NULL,3
NULL,"Agri-Logix","Agtech company delivering monitoring and automation hardware and software for farmers and ranchers.",NULL,NULL,3
NULL,"Agri360","Agri360 brings social and financial inclusion to the world’s smallholder farmers in the developing world.",NULL,NULL,3
NULL,"AgriBot","Virtual Assistant for Agri Businesses and Farmers, AgriBot is available 24/7 to bring enormous agriculture knowledge at the fingertips.",NULL,NULL,3
NULL,"AgriBot LK","Agri Bot is a cross-platform predictive app to help farmers to take better decisions before investing their money.",NULL,NULL,3
NULL,"AgriCarbone","AgriCarbone is at the interface between farmers and bioeconomy manufacturers by offering a unique and turnkey supply management.",NULL,NULL,3
NULL,"Agricolus","Making Precision farming easier! Agricolus® makes agTech tools accessible to worldwide farmers to improve production reducing wastes.",NULL,NULL,3
NULL,"Agriconomie","Agriconomie is a marketplace specialized in agriculture. While many farmers use their smartphones and modern technologies to help them,","Operator of a marketplace specialized in agriculture. The company offers an e-commerce website focusing on buyers and sellers in the farming sector.",NULL,3
NULL,"Agriculture and Horticulture Development Board","AHDB is a statutory levy board, funded by farmers, growers, and others in the supply chain and managed as an independent organization.",NULL,NULL,3
NULL,"AgriData","AgriData is digitizing agriculture by providing farmers with the information they need to manage fields.","Developer of an agricultural software technology designed to digitize yield forcasting. The company's agricultural software technology analyzes fruit quantity, density and size to optimize farming, enabling farmers to measure, evaluate and manage agricultural resources.",NULL,3
NULL,"AgriHome","AgriHome markets agricultural inputs and provides farmers with high level technical assistance.",NULL,NULL,3
NULL,"AGRIinsight","AGRIinsight supports smallholder farmers in emerging markets, international agribusinesses and governmental organisations.",NULL,NULL,3
NULL,"Agrimap","Agrimap is a farming app for agribusinesses and farmers to search, share, and collect farm data.",NULL,NULL,3
NULL,"AgriOpt","AgriOpt is a start-up company with the vision to make advanced digital technology easy to use and accessible to all farmers.","Developer of an agricultural software designed to provide crop information and crop data to the farmers. The company's software uses an advanced digital technology which is easy to use and accessible to all farmers regardless of their backgrounds, provides advanced analytics and optimization tools that enable artificial intelligence, large amounts of agricultural data, large scale optimization and also combines agricultural resources, enabling farmers to gather and store their agricultural data which provides them with crop data and agricultural information.",NULL,3
NULL,"agris","An e-commerce platform for farmers",NULL,NULL,3
NULL,"Agrisave International","Agrisave is a platform to save farmers time and money.",NULL,NULL,3
NULL,"AgriTask","AgriTask provides a holistic data-driven agronomic management platform that improves the productivity of farmers worldwide",NULL,NULL,3
NULL,"AgriTrustChain","AgriTrust Chain is the solution for Agricultural Contract Management at Blockchain, bringing management capabilities for all farmers sizes.",NULL,NULL,3
NULL,"Agro Mantaro Investments","To develop a long-term sourcing relationships with small-scale farmers and become an engine for economic development in the region.",NULL,NULL,3
NULL,"AgroCenta","Agricultural technology platform creating shared value for smallholder farmers and businesses","Developer of a web and mobile trading platform designed to connect small scale farmers directly to the market. The company's platform provides real-time commodity pricing, direct access to Ghana's national markets, access to credit facilities and to logistics services, enabling small scale farmers to sell their goods at competitive, fair-market prices.",NULL,3
NULL,"Agroconforto Startup","Agroconforto delivers top-nitch self-learning systems for farmers all over the world.",NULL,NULL,3
NULL,"Agrointeli","Agrointeli is a digital agriculture company that helps farmers make decisions based on real numbers of their crops in a sustainable way.",NULL,NULL,3
NULL,"AgroLeague","AgroLeague aids farmers who are transitioning toward a more responsible agriculture, helping them to be better technically.",NULL,NULL,3
NULL,"Agrologies","Agrologies helps farmers manage irrigation via their smartphones, anyplace, anytime!",NULL,NULL,3
NULL,"9dAgrotech","Nine D Agrotech is a professionally managed company with experts in the field of Agriculture, Finance, research and marketing.",NULL,NULL,3
NULL,"A&f","Specialist Design Consultancy dedicated to developing the architecture of Building Integrated Agriculture.",NULL,NULL,3
NULL,"AA Politiv","AA Politiv is the leading company in Israel for the manufacture and marketing of polyethylene sheets for agriculture and industry.",NULL,NULL,3
NULL,"ABC Live","ABC Live is an online news service that offers live news in the categories of agriculture, business, health, politics, sports, and more.","Developer of an online platform for news publication. The company provides online news service that offers live news in the categories of agriculture, business, health, politics and sports.",NULL,3
NULL,"Abcider","Abcider is a agriculture company.",NULL,NULL,3
NULL,"ABIC","ABIC has planned its future with a vision of creating value in agriculture, food, health, energy.",NULL,NULL,3
NULL,"Abundant Robotics","Solving important and large problems in Agriculture.","Developer of apple-picking robots designed to perform hardest jobs in agriculture. The company's apple-picking robots offers automated harvesting for apple orchards, enabling agricultural growers to shoulder the task of apple picking.",NULL,3
NULL,"Acanthus Coop","Design, services and activities relating to the production processes in agriculture, environment and biotechnology.",NULL,NULL,3
NULL,"ACRONEX","Acronex is a company dedicated to research and technological development oriented to the agriculture sector",NULL,NULL,3
NULL,"Acuity Agriculture","Acuity Agriculture is a agriculture  Company.",NULL,NULL,3
NULL,"AD International","AD International develops activities in the agriculture sector",NULL,NULL,3
NULL,"AdaViv","AdaViv is a hardware-enabled, predictive agriculture company.",NULL,NULL,3
NULL,"Adfarm","AdFarm is an integrated marketing, branding and digital agency with uncommon expertise in agriculture.",NULL,NULL,3
NULL,"Advanced Biological Marketing","Provides solutions for commercial agriculture, businesses and consumers by identifying, developing, manufacturing.","Developer and distributor of agricultural biologicals and farm treatment products designed to increase yields and improve farm productivity. The company develops and distributes agricultural biologicals such as root inoculants and seed lubricants designed for for crop production, institutional sanitation and environmental waste management enabling farmers to increase the output and profitability of agricultural lands.",NULL,3
NULL,"Affinity Farms","Affinity Farms is an agriculture company.",NULL,NULL,3
NULL,"AFMIWorld","AMFIWorld is a not for profit organization for Agriculture and Food Management to help the agricultural industry.",NULL,NULL,3
NULL,"Ag Developer LLC","Advancing agriculture with common sense software for common problems",NULL,NULL,3
NULL,"Ag Leader","Iowa based agriculture innovation field.",NULL,NULL,3
NULL,"Ag Nook","Ag Nook is the trusted assembler of the most important agriculture news, analysis, and opinion for U.S. row crop and livestock farmers.",NULL,NULL,3
NULL,"Ag Ventures Alliance","Ag Ventures Alliance is a company that offers agriculture business support services.",NULL,NULL,3
"","FitBit","Fitbit offers compact, wireless, wearable sensors that track a person’s daily activities in order to promote a healthy lifestyle.",NULL,"Recreation : Fitness and Training, Hardware: Wearables",30
"","Solo Stove","Wood burning stoves and backyard fire pits.",NULL,"Recreation > Activities and Events ",30
"","Classpass","ClassPass is a subscription marketplace that lets users find and book fitness classes.","Developer of a fitness training application designed to offer various fitness training classes. The company's application features on demand video clips of yoga, aerobics and weight training from gym and classes, enabling users to search for various fitness programs, workout and remain fit from their homes without the need of going to gym.","Recreation: Fitness and Training",30
"","JoyMode","Joymode lets you access everything you need—but don't own—for great experiences.","Provider of an online renting platform intended to offer products people need, but do not own, to live offline experiences.. The company's platform offers a range of products for social activities such as camping, karaoke parties, kits to enable overnight guests, as well as helps people to book their reservation on the same day they want the products, for a future week or weekend or up to three months in advance if they are a member, enabling users to access products for curated offline experiences.","Recreation > Activities and Events, Logistics > Consumer Logistics > Rentals",30
NULL,"5meter","5meter is a full service event agency for table soccer events and play equipment rentals.",NULL,NULL,30
NULL,"Grown Ocean","The mobile app for planning your outdoor adventures.",NULL,NULL,30
NULL,"Gaiacom Wireless Networks","Gaiacom Wireless Networks designs outdoor wireless communication network projects and supplies professional equipment.",NULL,NULL,30
NULL,"Hire.com","The online marketplace for outdoor activities.","Provider of talent relationship management solutions and services for enterprises. The company provides recruiting applications to large corporations on a monthly subscription service basis.",NULL,30
NULL,"AllOutdoors","All Outdoors features the best hunting, fishing, hiking, camping and survival tips.",NULL,NULL,30
NULL,"EWireless","Ewireless provide abbreviated dialing, direct advertising response that enables wireless users to respond to radio and outdoor advertising.","Provider of wireless internet services. The company specializes in the architecture, management and deployment of wireless broadband services.",NULL,30
NULL,"ZuluSports","ZuluSports.com is a comprehensive online resource for adventure and outdoor sports enthusiasts.",NULL,NULL,30
NULL,"ConsumerReview","ConsumerREVIEW.com is an online source of user-generated buying advice for outdoor sporting goods and consumer electronics.","Provider of a platform for user-generated buying advice for outdoor sporting goods and consumer electronics. The company allows consumers to learn, interact, buy and sell products showcased in its Web communities, such as cars, cameras, baby care products, food and wine, computers, home and garden products, office products and video games, as well as enables users to read and write reviews, participate in discussions, compare prices and shop online.",NULL,30
NULL,"Rohan Designs","Rohan Designs designs and retails outdoor and adventure travel clothing.","Retailer of outdoor apparel and equipment. The company retails waterproof fleeces, trousers and footwear. It also retails luggage such as rucksacks, wheeled, travel and waterproof bags.",NULL,30
NULL,"Gorp.Com","GORP is the largest and most trafficked Web site dedicated to outdoor recreation and adventure travel.",NULL,NULL,30
NULL,"SOGEXI","Sogexi, 35 years of continuous innovation and experience in outdoor lighting.","Manufacturer of street lighting equipment. The company engages in the design, manufacture and promotion of equipment for street lighting. It offers connection and protection products and accessories for installation and maintenance of lamppost, powering and street lighting management.",NULL,30
NULL,"Halti Oy","Halti is a designer and manufacturer of outdoor sports and recreation clothing and equipment in Finland.",NULL,NULL,30
NULL,"G.I. Joe’s","G.I. Joe's goal is to provide it's customers with the best selection of sports, outdoors and automotive gear.",NULL,NULL,30
NULL,"Gallery Media Group","Gallery Media Group provides services for the production and placement of outdoor advertising on the streets of Moscow.","Provider of outdoor advertising services. The company offers a range of services for the creation, installation, and maintenance of advertising structures, including billboards, outdoor furniture, large format, custom media, and street signs, taking into account the architectural, landscape and individual characteristics of each city in Russia.",NULL,30
NULL,"Kalamazoo Outdoor Gourmet","Kalamazoo Outdoor Gourmet is proud to be part of the outdoor landscape in some of the world's finest homes.",NULL,NULL,30
NULL,"FRWD Technologies","FRWD Technologies develops sports computers for outdoor and alternative sports enthusiasts, athletes, and professionals.","Developer of recording and display instruments for outdoor and action sports. The company’s sports computer records route, location, speed, distance, heart rate or RR heart rate, altitude, temperature and air pressure, as well as shows them real time on wrist display or mobile phone.",NULL,30
NULL,"3e Technologies International","3e provider of products, applications, and technology to build secure wireless infrastructure for indoor and outdoor applications.",NULL,NULL,30
NULL,"The Kendal Group","The Kendal Group acquires sports and leisure brands in outdoor/indoor clothing and equipment, and general sports equipment categories.",NULL,NULL,30
NULL,"Crew Clothing Co.","Crew Clothing is a British clothing brand with a wide range of active, outdoor, and casual wear for men and women.",NULL,NULL,30
NULL,"Cohda Wireless","Cohda Wireless offers safe vehicle and connected vehicle design solutions for public safety, outdoor, and automotive wireless-based systems.","Manufacturer of Wi-Fi enhancing products and technology. The company manufactures hardware products and develops software systems (from network layer to applications layer) for the automotive market.",NULL,30
NULL,"Visioneered Image Systems","Visioneered Image Systems designs and manufactures digital electronic billboards for the outdoor advertising market.","Manufacturer of digital electronic billboards. The company designs and manufactures digital electronic billboards for outdoor advertising market.",NULL,30
NULL,"Altai Technologies","Altai Technologies is a high tech company focused on design, development, and marketing of innovative outdoor wireless broadband solution.","Provider of wireless broadband services. The company designs, develops and markets carrier-grade, wifi technologies that can dramatically improve signal coverage while minimizing interference from other unwanted signal sources.",NULL,30
NULL,"Cane-line","Cane-line is manufactures comfortable outdoor and indoor furniture - for both the retail and contract market.",NULL,NULL,30
NULL,"Backcountry.com","Backcountry.com is an online retailer that sells clothing and equipment for outdoor and action sports.","Retailer of outdoor gear and apparel. The company is an online retailer of performance gear for motorsports, bicycling and backcountry adventures, including backpacking, climbing, skiing, snowboarding, trail running and adventure travel.",NULL,30
NULL,"T4 Media","T4 Media, based in London, is a 'buy and build' platform in the outdoor advertising sector, selling advertising space and products.",NULL,NULL,30
NULL,"Outside Labs","Outside Labs sells fashionable and functional outdoor clothing and gear for both sexes.",NULL,NULL,30
NULL,"China Health Media","China Health Media is focused on outdoor advertisement development and operation, as well as other public activities.",NULL,NULL,30
NULL,"Longfan Media","Longfan Media is a domestic outdoor media group that has invested in outdoor advertising media resources in China.","Provider of outdoor advertisement services in China. The company specializes in advertising through LCD screens at bus-shelters, telephone booths and LED video wall and display screens at shopping malls and street corners for a large number of industries including finance, real estate, automobiles, fast-moving consumer goods, catering and clothing.",NULL,30
NULL,"Fusion Media Group","Fusion Media Group offers a range of outdoor advertising services.","Provider of out-of-home media services intended to provide a new alternative to Principals of select outdoor advertising companies. The company's out-of-home media services brings the benefits and equity valuations of a much larger operation to independent operators, while sustaining the entrepreneurial culture which has created their success, enabling clients to get partial liquidity to the principals or other shareholders, while keeping their local managers in place to continue running and adding value to the business.",NULL,30
NULL,"C2 SmartLight","C2 SmartLight is a company that specialises in smart outdoor lighting solutions.",NULL,NULL,30
NULL,"Outdoor Promotions","Outdoor Promotions provides full market coverage street furniture advertising networks.",NULL,NULL,30
NULL,"Ann Williams Group",NULL,"Manufacturer of children's arts and crafts products. The company produces several product lines which teach children how to weave and knit.",NULL,30
NULL,"BabbaCo","BabbaCo develops and commercializes alarm systems for commercial vehicles.","Provider of subscription service for monthly, child-friendly activity box.The company provides a selection of themed gift boxes for children that focus on activities to promote hands-on learning. Boxes are focused on a variety of themes, including cooking, gratitude, recycling, detective work and music.",NULL,30
NULL,"Biomimicry Group",NULL,"Provider of nature design services. The company helps in promoting the study and imitation of nature's designs, bringing together scientists, engineers, architects and innovators who can use those models to create sustainable technologies.",NULL,30
NULL,"Boats.com","boats.com is an online market place that provides a platform for buying or selling boats.","Provider of online marine marketplace. The company builds and maintains a marine internet marketplace.",NULL,30
NULL,"Boondock Waterfowl",NULL,"Manufacturer of hunting products. The company specializes in manufacturing outdoor products such as hunting gear for waterfowl hunting.",NULL,30
NULL,"Boosted Boards",NULL,"Manufacturer of motorized skateboards. The company is the developer and marketer of a motorized longboard that utilizes a brushless motor and a lithium ion battery. The board reaches a top speed of 20 mph and has a range of 6 miles.",NULL,30
NULL,"Built Oregon","Built Oregon is a digital magazine that highlights the statewide network of entrepreneurs and innovators.","Developer of a digital magazine. The company tells the stories of entrepreneurship, innovation, and collaboration happening throughout Oregon.",NULL,30
NULL,"Cerevellum Design","Cerevellum Design is a provider of digital rear-view mirrors and cyclometers for cyclists.","Developer of cycle accessories. The company provides digital rear-view mirrors and cyclometers for cyclists.",NULL,30
NULL,"Char Poles",NULL,"Developer of a interchangeable ski poles. The company offers a range of portable ski poles for skiers and action-sports enthusiasts.",NULL,30
NULL,"Collegiate Strength Innovations",NULL,"Designer and provider of recreational goods for athletes. The company provides bruzer board for bar lifting, shoe attachment for foot to carry the weight while lifting and a removable cover to enclose the band for athletes to safely conduct the training programs.",NULL,30
NULL,"Core Stix","Core Stix manufactures and markets a patented fitness machine that provides full body, core, cardio, and flexibility workout.","Manufacturer of fitness equipment. The company provides fitness product for full-body workout in the United States.",NULL,30
NULL,"CrossCore","CrossCore is the developer of Rotational Bodyweight Training, a system that uses cross-integration of core movements to improve performance.","Manufacturer of rotational bodyweight training products. The company manufactures training products for fitness enthusiasts, sports performance athletes, military personnel and mixed martial artists.",NULL,30
NULL,"Fitness Interactive Experience",NULL,"Developer of a social media platform dedicated to making fitness games. The company offers a platform that allow users to exercise and participate in fitness and recreational activities online.",NULL,30
NULL,"Green Kid Crafts","Eco-Friendly Craft Subscription Service","Developer of educational activities for kids. The company allows both parents and kids to enjoy sustainable arts, crafts and STEM science activities through its subscription service, craft boxes, birthday activities, STEM science kits and creativity kits.",NULL,30
NULL,"HealthyChic","HealthyChic provides an online experience that delivers inspiring products for a healthy body, mind and spirit.","Provider of an e-commerce platform that delivers health and fitness products. The company's platform offers yoga products, active wear, beauty products, nutritional products, accessories, bracelets and performance-measuring gadgets.",NULL,30
NULL,"Kingmaker","Kingmaker is a video commerce company.","Provider of an online video shopping network. The company provides consumers with the information they need to learn practical skills and make educated purchases.",NULL,30
NULL,"Landmark Games And Toys","Landmark Games And Toys, Inc. is a family owned and operated, upstart, design and development company.","Owner and operator of a company designing and developing board games and toys for fun and education. The company designs develops a game Game of Mathematics which help children learn mathematics from basic to the advanced level.",NULL,30
NULL,"Lonely Walls","Lonely Walls is a mobile art aggregator offering customers a fun and simple way to visualize a chosen piece of art or décor on their walls.","Developer of a mobile art aggregator. The company offers customers a fun and simple way to visualize a chosen piece of art or décor on their walls in a precise dimension and take into account the ambience lighting.",NULL,30
NULL,"Mad Fiber",NULL,"Manufacturer of carbon-fiber bicycle wheels. The company has developed proprietary technology to create a lightweight single-structure wheel from carbon fiber, moving away from conventional bike-wheel building, which utilizes multiple, assembled parts.",NULL,30
